RIV,8.60E+08,4.10E-04
DEV,8.59E+08,4.09E-04
TRY,8.54E+08,4.07E-04
ODE,8.50E+08,4.05E-04
GAN,8.46E+08,4.03E-04
BEL,8.44E+08,4.02E-04
NDA,8.44E+08,4.02E-04
LIA,8.43E+08,4.02E-04
RVE,8.42E+08,4.01E-04
MIC,8.39E+08,4.00E-04
ETW,8.38E+08,3.99E-04
TUA,8.34E+08,3.97E-04
ERC,8.32E+08,3.97E-04
DEL,8.30E+08,3.96E-04
CLU,8.29E+08,3.95E-04
UME,8.27E+08,3.94E-04
EGI,8.27E+08,3.94E-04
SAM,8.25E+08,3.93E-04
MAI,8.24E+08,3.93E-04
ANN,8.20E+08,3.91E-04
ICU,8.19E+08,3.90E-04
ROS,8.18E+08,3.90E-04
EMS,8.15E+08,3.88E-04
ARM,8.08E+08,3.85E-04
EMO,8.07E+08,3.85E-04
SIB,8.06E+08,3.84E-04
YST,8.04E+08,3.83E-04
EGA,8.01E+08,3.82E-04
SCR,8.00E+08,3.81E-04
OLU,7.97E+08,3.80E-04
RAM,7.93E+08,3.78E-04
UPP,7.90E+08,3.77E-04
LVE,7.89E+08,3.76E-04
BRO,7.88E+08,3.76E-04
UEN,7.86E+08,3.75E-04
CAM,7.85E+08,3.74E-04
RNA,7.84E+08,3.74E-04
URT,7.82E+08,3.73E-04
PIN,7.79E+08,3.71E-04
TTL,7.78E+08,3.71E-04
EXA,7.75E+08,3.69E-04
RUC,7.75E+08,3.69E-04
HIG,7.72E+08,3.68E-04
ETA,7.71E+08,3.67E-04
DID,7.70E+08,3.67E-04
FOL,7.67E+08,3.66E-04
VIC,7.67E+08,3.66E-04
MME,7.67E+08,3.66E-04
DAT,7.66E+08,3.65E-04
EDU,7.65E+08,3.65E-04
OCE,7.62E+08,3.63E-04
CEP,7.61E+08,3.63E-04
ROT,7.61E+08,3.63E-04
VIE,7.60E+08,3.62E-04
PAS,7.60E+08,3.62E-04
ORG,7.58E+08,3.61E-04
NTL,7.58E+08,3.61E-04
SET,7.56E+08,3.60E-04
OTI,7.56E+08,3.60E-04
SPI,7.55E+08,3.60E-04
RSO,7.51E+08,3.58E-04
ILY,7.48E+08,3.57E-04
DIV,7.48E+08,3.57E-04
ATO,7.46E+08,3.56E-04
INV,7.46E+08,3.56E-04
BAS,7.45E+08,3.55E-04
PUB,7.45E+08,3.55E-04
AUT,7.44E+08,3.55E-04
ONI,7.44E+08,3.55E-04
EXC,7.44E+08,3.55E-04
SSU,7.43E+08,3.54E-04
